Time (msec),Engine Speed (rpm),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),Coolant Temperature (F),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),Engine Load (Calculated) (g/rev),Injector Duty Cycle (%),Ignition Total Timing (degrees),Intake Air Temperature (F),A/F Sensor #1 (AFR),Manifold Relative Pressure (psi),Intake VVT Advance Angle Right (degrees),Atmospheric Pressure (psi),Manifold Absolute Pressure (psi),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),Air Conditioning Switch (On/Off)
64038,695,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.31,1.31,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
64108,691,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
64176,702,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
64245,710,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
64315,712,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
64383,716,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
64453,710,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
64521,712,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
64590,714,0.00,1.56,13.68,185,0.00,3.53,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
64660,720,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
64728,723,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
64797,726,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
64867,719,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
64935,724,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
65005,722,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
65073,726,0.00,1.56,13.76,185,0.00,3.50,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
65143,730,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
65211,728,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
65281,723,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
65350,713,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
65419,720,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
65487,728,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
65556,734,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.41,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
65626,732,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
65695,719,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
65763,701,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
65833,704,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
65902,714,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
65970,709,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
66040,706,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
66109,711,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
66178,707,0.00,1.56,13.52,185,0.00,3.50,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
66247,713,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
66315,717,0.00,1.56,13.52,185,0.00,3.48,3.53,0.00,0.30,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
66385,723,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
66454,717,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
66523,716,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
66592,726,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
66661,736,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.28,1.41,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
66730,730,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
66798,729,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
66868,716,0.00,1.56,13.76,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
66937,715,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67005,717,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67075,722,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67144,724,0.00,1.56,13.60,185,0.00,3.50,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67213,725,0.00,1.56,13.68,185,0.00,3.50,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67282,721,0.00,1.56,13.76,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67351,730,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
67420,728,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.28,1.42,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
67489,731,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
67558,725,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67627,721,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67696,718,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67765,726,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
67833,723,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
67904,725,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
67972,722,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
68041,713,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
68110,707,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
68179,697,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
68248,697,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.30,1.34,17.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
68317,698,-0.78,1.56,13.60,185,0.00,3.48,3.53,0.00,0.30,1.34,18.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68387,691,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.30,1.32,18.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68456,691,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.30,1.33,17.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
68524,695,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68593,706,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68662,711,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68731,642,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68800,704,0.00,1.56,13.76,185,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68869,704,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
68939,712,0.00,1.56,13.76,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
69008,717,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
69076,727,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
69145,726,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
69215,722,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
69283,716,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
69352,723,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
69421,722,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
69491,725,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
69559,714,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
69629,712,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.81,-7.25,0,14.36,6.96,1,0,0
69697,710,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.81,-7.25,0,14.36,6.96,1,0,0
69766,720,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.81,-7.25,0,14.36,6.96,1,0,0
69834,720,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.81,-7.25,0,14.36,7.11,1,0,0
69904,716,0.00,1.56,13.52,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
69973,705,0.00,1.56,13.76,185,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70044,701,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70111,708,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70180,714,0.00,1.56,13.76,185,0.00,3.48,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70249,721,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70318,717,0.00,1.56,13.76,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70388,712,0.00,1.56,13.60,185,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70457,720,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
70526,729,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
70594,730,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
70664,735,0.00,1.56,13.68,185,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
70732,730,0.00,1.56,13.68,185,0.00,3.43,3.14,0.00,0.28,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
70801,722,0.00,1.56,13.68,185,0.00,3.41,3.14,0.00,0.28,1.39,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
70870,732,0.00,1.56,13.68,185,0.00,3.41,3.14,0.00,0.28,1.41,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
70940,720,0.00,1.56,13.68,185,0.00,3.39,3.53,0.00,0.28,1.41,16.50,95,14.70,-7.40,0,14.36,6.82,1,0,0
71009,724,0.00,1.56,13.68,185,0.00,3.39,3.53,0.00,0.28,1.39,17.00,95,14.70,-7.40,0,14.36,6.82,1,0,0
71078,721,0.00,1.56,13.68,185,0.00,3.41,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.82,1,0,0
71147,712,0.00,1.56,13.68,185,0.00,3.41,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.40,0,14.36,6.82,1,0,0
71216,698,0.00,1.56,13.68,185,0.00,3.41,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.40,0,14.36,6.82,1,0,0
71284,755,0.00,1.56,13.52,185,0.00,3.41,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
71353,700,0.00,1.56,13.68,185,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
71423,698,0.00,1.56,13.60,185,0.00,3.43,3.53,0.00,0.30,1.34,17.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
71492,687,0.00,1.56,13.68,185,0.00,3.41,3.53,0.00,0.30,1.32,17.50,95,14.59,-7.40,0,14.36,6.96,1,0,0
71560,688,0.00,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.32,17.50,95,14.59,-7.40,0,14.36,6.96,1,0,0
71629,684,0.00,1.56,13.68,185,0.00,3.41,3.53,0.00,0.30,1.32,17.50,95,14.59,-7.40,0,14.36,7.11,1,0,0
71699,680,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.31,18.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
71768,682,-0.78,1.56,13.52,185,0.00,3.41,3.53,0.00,0.30,1.29,18.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
71837,680,-0.78,1.56,13.76,185,0.00,3.41,3.53,0.00,0.30,1.30,18.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
71905,676,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.30,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
71975,680,-0.78,1.56,13.76,185,0.00,3.41,3.53,0.00,0.30,1.31,17.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
72044,689,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.32,17.50,95,14.59,-7.11,0,14.36,7.11,1,0,0
72112,686,-0.78,1.56,13.68,185,0.00,3.43,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72182,679,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.30,17.50,95,14.59,-7.11,0,14.36,7.11,1,0,0
72250,682,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72319,691,-0.78,1.56,13.68,185,0.00,3.41,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72389,698,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.34,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72457,694,-0.78,1.56,13.68,185,0.00,3.41,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72526,688,-0.78,1.56,13.68,185,0.00,3.41,3.53,0.00,0.29,1.32,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72595,686,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72665,690,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
72733,696,-0.78,1.56,13.60,185,0.00,3.41,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
72802,692,-0.78,1.56,13.68,185,0.00,3.41,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
72872,694,-0.78,1.56,13.68,185,0.00,3.41,3.53,0.00,0.29,1.33,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
72941,692,-0.78,1.56,13.52,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
73009,698,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
73078,703,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
73148,700,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
73216,696,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
73286,701,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.36,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
73354,712,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
73424,715,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
73493,718,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.36,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
73562,718,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
73630,726,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.28,1.39,16.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
73699,727,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.28,1.41,15.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
73769,730,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.28,1.40,16.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
73837,729,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
73907,726,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.28,1.39,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
73975,717,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
74045,708,0.00,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
74113,764,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
74182,706,0.00,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
74252,708,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
74321,697,0.00,1.56,13.76,187,0.00,3.43,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
74390,693,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.33,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
74458,686,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
74528,694,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
74596,701,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
74666,687,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
74735,686,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
74804,678,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
74873,688,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
74942,695,-0.78,1.56,13.52,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
75011,687,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
75080,688,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
75148,702,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
75217,699,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
75286,700,-0.78,1.56,13.60,187,0.00,3.41,3.53,0.00,0.30,1.32,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
75356,698,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
75425,704,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
75493,765,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
75563,703,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
75633,709,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
75701,706,-0.78,1.56,13.76,187,0.00,3.43,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
75769,712,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
75839,707,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
75908,710,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.36,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
75976,705,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76046,704,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76114,700,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76184,698,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76253,702,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76322,702,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76391,641,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76460,703,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76529,692,-0.78,1.56,13.60,187,0.00,3.43,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
76598,699,-0.78,1.56,13.68,187,0.00,3.43,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
