Time (msec),A/F Correction #1 (%),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Fuel Injector #1 Pulse Width (ms),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),CL/OL Fueling* (status),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Closed Loop Fueling Target (2-byte)* (lambda),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Feedback Knock Correction (1-byte)** (degrees),Feedback Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (4-byte)* (ms),IAM (1-byte)** (multiplier),IAM (4-byte)* (multiplier),Primary Open Loop Map Enrichment (4-byte)* (estimated AFR)
500302,-0.78,13.68,189,775,0.30,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5890,0.5000,0.5000,14.70
500406,-0.78,13.76,189,776,0.29,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5782,0.5000,0.5000,14.70
500510,-0.78,13.76,189,760,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5745,0.5000,0.5000,14.70
500614,-0.78,13.76,189,762,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5715,0.5000,0.5000,14.70
500718,-0.78,13.76,189,765,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5742,0.5000,0.5000,14.70
500821,-0.78,13.76,189,744,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5777,0.5000,0.5000,14.70
500926,-0.78,13.76,189,739,0.31,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5922,0.5000,0.5000,14.70
501030,-0.78,13.76,189,748,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5965,0.5000,0.5000,14.70
501134,-0.78,13.76,189,740,0.31,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.6068,0.5000,0.5000,14.70
501238,-0.78,13.84,189,748,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.6095,0.5000,0.5000,14.70
501342,-0.78,13.84,189,765,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.6030,0.5000,0.5000,14.70
501446,-0.78,13.52,189,769,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5910,0.5000,0.5000,14.70
501550,-0.78,13.84,189,762,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5813,0.5000,0.5000,14.70
501654,-0.78,13.76,189,765,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5810,0.5000,0.5000,14.70
501758,-0.78,13.76,189,768,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5770,0.5000,0.5000,14.70
501862,-0.78,13.84,189,746,0.30,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5833,0.5000,0.5000,14.70
501966,-0.78,13.60,189,757,0.30,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5855,0.5000,0.5000,14.70
502071,-0.78,13.84,189,765,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5850,0.5000,0.5000,14.70
502174,-0.78,13.68,189,764,0.30,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5833,0.5000,0.5000,14.70
502279,-0.78,13.76,189,769,0.30,2.30,3.78,3.53,0.00,8,14.50,1.00,14.69,0.29,0.00,0.00,1.5797,0.5000,0.5000,14.70
502382,-0.78,13.84,189,773,0.29,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5733,0.5000,0.5000,14.70
502487,-0.78,13.76,189,766,0.29,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5717,0.5000,0.5000,14.70
502591,-0.78,13.76,189,775,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5697,0.5000,0.5000,14.70
502695,-0.78,13.76,189,784,0.29,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5670,0.5000,0.5000,14.70
502798,-0.78,13.76,189,759,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5565,0.5000,0.5000,14.70
502902,-0.78,13.84,189,768,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5597,0.5000,0.5000,14.70
503007,-0.78,13.84,189,767,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5623,0.5000,0.5000,14.70
503111,-0.78,13.76,189,746,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5675,0.5000,0.5000,14.70
503214,-0.78,13.76,189,743,0.31,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5802,0.5000,0.5000,14.70
503319,-0.78,13.76,189,763,0.30,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5833,0.5000,0.5000,14.70
503423,-0.78,13.68,189,764,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5828,0.5000,0.5000,14.70
503526,-0.78,13.84,189,766,0.30,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5835,0.5000,0.5000,14.70
503631,-0.78,13.76,189,767,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5725,0.5000,0.5000,14.70
503735,-0.78,13.68,189,756,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5695,0.5000,0.5000,14.70
503839,-0.78,13.76,189,755,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5730,0.5000,0.5000,14.70
503943,-0.78,13.76,189,748,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5797,0.5000,0.5000,14.70
504046,-0.78,13.84,189,755,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5822,0.5000,0.5000,14.70
504151,-0.78,13.76,189,753,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5828,0.5000,0.5000,14.70
504255,-0.78,13.68,189,764,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5842,0.5000,0.5000,14.70
504359,-0.78,13.76,189,767,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5788,0.5000,0.5000,14.70
504464,-0.78,13.76,189,757,0.30,2.30,3.75,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5742,0.5000,0.5000,14.70
504567,-0.78,13.76,189,766,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5717,0.5000,0.5000,14.70
504671,-0.78,13.84,189,762,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5705,0.5000,0.5000,14.70
504775,-0.78,13.76,189,756,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5708,0.5000,0.5000,14.70
504879,-1.56,13.76,189,756,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5702,0.5000,0.5000,14.70
504983,-0.78,13.76,189,766,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5715,0.5000,0.5000,14.70
505087,-0.78,13.76,189,761,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5722,0.5000,0.5000,14.70
505191,-1.56,13.84,189,760,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5690,0.5000,0.5000,14.70
505295,-1.56,13.76,189,760,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5663,0.5000,0.5000,14.70
505399,-1.56,13.68,189,760,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5675,0.5000,0.5000,14.70
505503,-1.56,13.76,189,765,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5653,0.5000,0.5000,14.70
505607,-1.56,13.84,189,763,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5643,0.5000,0.5000,14.70
505711,-0.78,13.76,189,752,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5690,0.5000,0.5000,14.70
505815,-0.78,13.76,189,762,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5753,0.5000,0.5000,14.70
505919,-0.78,13.76,189,762,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5650,0.5000,0.5000,14.70
506023,-1.56,13.76,189,751,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5713,0.5000,0.5000,14.70
506127,-1.56,13.76,189,742,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5782,0.5000,0.5000,14.70
506231,-1.56,13.68,189,746,0.31,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5873,0.5000,0.5000,14.70
506335,-0.78,13.84,189,752,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5908,0.5000,0.5000,14.70
506439,-0.78,13.68,189,748,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5928,0.5000,0.5000,14.70
506543,-0.78,13.76,189,738,0.31,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5968,0.5000,0.5000,14.70
506647,-0.78,13.76,189,752,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5990,0.5000,0.5000,14.70
506751,-0.78,13.76,189,742,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5993,0.5000,0.5000,14.70
506855,-0.78,13.84,189,747,0.30,2.30,3.78,3.53,0.00,8,14.90,1.00,14.69,0.29,0.00,0.00,1.6000,0.5000,0.5000,14.70
506959,-0.78,13.68,189,760,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5933,0.5000,0.5000,14.70
507063,-0.78,13.76,189,745,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5933,0.5000,0.5000,14.70
507167,-0.78,13.76,189,754,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5953,0.5000,0.5000,14.70
507271,-0.78,13.68,189,762,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5888,0.5000,0.5000,14.70
507375,-0.78,13.84,189,752,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5882,0.5000,0.5000,14.70
507479,-0.78,13.76,189,758,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5870,0.5000,0.5000,14.70
507583,-0.78,13.68,189,779,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5785,0.5000,0.5000,14.70
507687,-0.78,13.76,189,780,0.29,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5725,0.5000,0.5000,14.70
507791,-0.78,13.68,189,778,0.29,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5597,0.5000,0.5000,14.70
507895,-0.78,13.76,189,773,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5497,0.5000,0.5000,14.70
507999,-0.78,13.84,189,768,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5490,0.5000,0.5000,14.70
508103,-0.78,13.68,189,757,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5548,0.5000,0.5000,14.70
508207,-0.78,13.76,189,757,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5603,0.5000,0.5000,14.70
508311,-0.78,13.76,189,746,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5637,0.5000,0.5000,14.70
508415,-0.78,13.84,189,742,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5802,0.5000,0.5000,14.70
508519,-0.78,13.84,189,737,0.31,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5845,0.5000,0.5000,14.70
508623,-0.78,13.60,189,749,0.31,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5993,0.5000,0.5000,14.70
508728,-0.78,13.84,189,747,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.6050,0.5000,0.5000,14.70
508831,-0.78,13.68,189,750,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.30,0.00,0.00,1.6035,0.5000,0.5000,14.70
508935,-0.78,13.68,189,756,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.6015,0.5000,0.5000,14.70
509039,-0.78,13.84,189,764,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5938,0.5000,0.5000,14.70
509143,-0.78,13.76,189,758,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5902,0.5000,0.5000,14.70
509248,-0.78,13.84,189,770,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5797,0.5000,0.5000,14.70
509351,-0.78,13.76,189,765,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5740,0.5000,0.5000,14.70
509455,-0.78,13.76,189,750,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5728,0.5000,0.5000,14.70
509559,-0.78,13.84,189,746,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5777,0.5000,0.5000,14.70
509663,-0.78,13.76,189,754,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5853,0.5000,0.5000,14.70
509767,-0.78,13.68,189,738,0.30,2.30,3.78,3.53,0.00,8,14.50,1.00,14.69,0.29,0.00,0.00,1.5902,0.5000,0.5000,14.70
509871,-0.78,13.76,189,743,0.31,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5975,0.5000,0.5000,14.70
509975,-0.78,13.76,189,757,0.30,2.30,3.78,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5990,0.5000,0.5000,14.70
510079,-0.78,13.76,189,751,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5960,0.5000,0.5000,14.70
510183,-0.78,13.76,189,750,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5935,0.5000,0.5000,14.70
510287,-0.78,13.68,189,750,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5962,0.5000,0.5000,14.70
510391,-0.78,13.76,189,752,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5973,0.5000,0.5000,14.70
510495,-0.78,13.68,189,757,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5958,0.5000,0.5000,14.70
510599,-0.78,13.76,189,768,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5828,0.5000,0.5000,14.70
510703,-0.78,13.84,189,782,0.29,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5757,0.5000,0.5000,14.70
510808,-0.78,13.84,189,767,0.29,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5617,0.5000,0.5000,14.70
510956,-0.78,13.76,189,773,0.29,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5568,0.5000,0.5000,14.70
511026,-0.78,13.76,189,767,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5575,0.5000,0.5000,14.70
511119,-0.78,13.76,189,768,0.29,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5563,0.5000,0.5000,14.70
511223,-0.78,13.76,189,776,0.29,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5535,0.5000,0.5000,14.70
511327,-0.78,13.84,189,768,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5537,0.5000,0.5000,14.70
511431,-0.78,13.68,189,765,0.29,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5565,0.5000,0.5000,14.70
511535,-0.78,13.76,189,781,0.29,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5545,0.5000,0.5000,14.70
511639,-0.78,13.68,189,770,0.29,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5508,0.5000,0.5000,14.70
511744,-0.78,13.76,189,762,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5513,0.5000,0.5000,14.70
511847,-0.78,13.84,189,774,0.30,2.30,3.78,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5543,0.5000,0.5000,14.70
511951,-0.78,13.76,189,769,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5525,0.5000,0.5000,14.70
512056,-0.78,13.68,189,762,0.29,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5525,0.5000,0.5000,14.70
512160,-0.78,13.76,189,752,0.30,2.30,3.78,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5565,0.5000,0.5000,14.70
512263,-0.78,13.84,189,772,0.29,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5533,0.5000,0.5000,14.70
512367,-0.78,13.84,189,768,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5475,0.5000,0.5000,14.70
512472,-0.78,13.84,189,767,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5428,0.5000,0.5000,14.70
512575,-0.78,13.76,189,768,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5400,0.5000,0.5000,14.70
512680,-0.78,13.68,189,749,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5437,0.5000,0.5000,14.70
512783,-0.78,13.76,189,762,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5493,0.5000,0.5000,14.70
512888,-0.78,13.84,189,762,0.29,2.30,3.73,3.53,0.00,8,14.60,1.00,14.69,0.29,0.00,0.00,1.5480,0.5000,0.5000,14.70
512992,-0.78,13.68,189,751,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5525,0.5000,0.5000,14.70
513095,-0.78,13.76,189,758,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5540,0.5000,0.5000,14.70
513200,-0.78,13.68,189,757,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5535,0.5000,0.5000,14.70
513303,-0.78,13.68,189,756,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5580,0.5000,0.5000,14.70
513407,-0.78,13.84,189,732,0.31,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5673,0.5000,0.5000,14.70
513512,-0.78,13.68,189,742,0.31,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5810,0.5000,0.5000,14.70
513616,-0.78,13.76,189,748,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5868,0.5000,0.5000,14.70
513720,-0.78,13.68,189,742,0.30,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5868,0.5000,0.5000,14.70
513823,-0.78,13.76,189,749,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5873,0.5000,0.5000,14.70
513928,-0.78,13.84,189,763,0.29,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5882,0.5000,0.5000,14.70
514032,-0.78,13.68,189,759,0.29,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5828,0.5000,0.5000,14.70
514135,-0.78,13.84,189,757,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5762,0.5000,0.5000,14.70
514239,-0.78,13.76,189,774,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5700,0.5000,0.5000,14.70
514343,-0.78,13.68,189,762,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5588,0.5000,0.5000,14.70
514447,-0.78,13.84,189,768,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5595,0.5000,0.5000,14.70
514552,-0.78,13.76,189,772,0.29,2.30,3.73,3.53,0.00,8,14.90,1.00,14.69,0.29,0.00,0.00,1.5483,0.5000,0.5000,14.70
514656,-0.78,13.84,189,761,0.29,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5500,0.5000,0.5000,14.70
514760,-0.78,13.76,189,770,0.29,2.30,3.75,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5508,0.5000,0.5000,14.70
514863,-0.78,13.68,189,778,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5488,0.5000,0.5000,14.70
514968,-0.78,13.76,189,765,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5463,0.5000,0.5000,14.70
515071,-0.78,13.84,189,770,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5453,0.5000,0.5000,14.70
515176,0.00,13.76,189,780,0.29,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5448,0.5000,0.5000,14.70
515280,0.00,13.68,189,756,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5433,0.5000,0.5000,14.70
515384,0.00,13.76,189,741,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5483,0.5000,0.5000,14.70
515488,0.00,13.76,189,762,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5633,0.5000,0.5000,14.70
515592,0.00,13.76,189,758,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5630,0.5000,0.5000,14.70
515696,0.00,13.84,189,760,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5620,0.5000,0.5000,14.70
515800,0.00,13.76,189,762,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5617,0.5000,0.5000,14.70
515904,0.00,13.68,189,760,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5653,0.5000,0.5000,14.70
516007,0.00,13.76,189,760,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5650,0.5000,0.5000,14.70
516111,0.00,13.68,189,769,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5613,0.5000,0.5000,14.70
516216,0.00,13.84,189,769,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5560,0.5000,0.5000,14.70
516320,0.00,13.84,189,765,0.29,2.30,3.73,3.53,0.00,8,14.90,1.00,14.69,0.29,0.00,0.00,1.5535,0.5000,0.5000,14.70
516424,0.00,13.68,189,772,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5508,0.5000,0.5000,14.70
516528,0.00,13.76,189,762,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5445,0.5000,0.5000,14.70
516632,0.00,13.68,189,765,0.29,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.28,0.00,0.00,1.5530,0.5000,0.5000,14.70
516736,0.00,13.76,189,768,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5528,0.5000,0.5000,14.70
516839,0.00,13.84,189,764,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.28,0.00,0.00,1.5523,0.5000,0.5000,14.70
516944,0.00,13.76,189,758,0.29,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5520,0.5000,0.5000,14.70
517048,0.00,13.76,189,750,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5590,0.5000,0.5000,14.70
517152,0.00,13.68,189,751,0.30,2.30,3.71,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5623,0.5000,0.5000,14.70
517256,0.00,13.84,189,750,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5668,0.5000,0.5000,14.70
517360,0.00,13.84,189,742,0.30,2.30,3.73,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5682,0.5000,0.5000,14.70
517464,0.00,13.76,189,744,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5790,0.5000,0.5000,14.70
517568,0.00,13.84,189,743,0.30,2.30,3.75,3.53,0.00,8,14.70,1.00,14.69,0.29,0.00,0.00,1.5877,0.5000,0.5000,14.70
517672,0.00,13.68,189,740,0.30,2.30,3.73,3.53,0.00,8,14.80,1.00,14.69,0.29,0.00,0.00,1.5935,0.5000,0.5000,14.70
