Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Fine Learning Knock Correction (4-byte)* (degrees),Fine Learning Table Offset* (index position),Ignition Base Timing* (degrees),Throttle Plate Opening Angle (4-byte)* (%),IAM (1-byte)** (multiplier)
386150,-0.78,0.00,14.51,8,14.49,185,0.98,2652,-4.00,34.50,91,11,-3.00,14,15.96,43.37,29.80,14.40,0.00,7,37.85,28.30,0.5000
386251,-1.56,0.00,14.51,8,14.49,185,0.98,2683,-4.00,34.50,91,9,-3.00,14,15.96,43.49,29.80,14.30,0.00,7,37.77,28.30,0.5000
386353,-1.56,0.00,14.51,8,14.49,185,0.98,2665,-4.00,34.50,91,7,-3.00,14,15.96,43.49,29.80,14.30,0.00,7,37.86,28.30,0.5000
386455,-2.34,0.00,14.51,8,14.48,185,0.98,2690,-4.00,34.50,91,6,-3.00,14,15.96,43.37,29.80,14.40,0.00,7,37.84,28.29,0.5000
386557,-2.34,0.00,14.51,8,14.48,185,0.97,2675,-4.00,34.50,91,4,-3.00,14,15.96,43.37,29.80,14.40,0.00,7,38.01,28.44,0.5000
386660,-2.34,0.00,14.51,8,14.49,185,0.97,2695,-4.00,34.50,90,3,-3.00,14,15.96,45.92,29.80,14.40,0.00,7,38.07,28.29,0.5000
386761,-2.34,0.00,14.51,8,14.48,185,0.97,2683,-6.00,34.50,90,3,-3.00,15,15.96,41.04,29.80,14.30,0.00,7,37.99,28.29,0.5000
386864,-2.34,0.00,14.51,8,14.48,185,0.97,2687,-6.00,32.50,90,2,-5.00,15,15.96,43.97,29.80,14.40,0.00,7,38.18,28.30,0.5000
386966,-2.34,0.00,14.51,8,14.48,185,0.97,2711,-6.00,32.50,90,2,-5.00,15,15.96,43.72,29.80,14.60,0.00,7,37.97,28.30,0.5000
387069,-3.12,0.00,14.51,8,14.48,185,0.97,2699,-6.00,32.50,90,2,-5.00,15,15.96,43.97,29.80,14.40,0.00,7,38.15,28.30,0.5000
387170,-2.34,0.00,14.51,8,14.48,185,0.97,2727,-6.00,32.50,90,2,-5.00,15,15.96,43.84,29.41,14.30,0.00,7,38.24,28.15,0.5000
387273,-3.12,0.00,14.51,8,14.47,185,0.97,2710,-6.00,32.50,90,2,-5.00,15,15.96,43.96,29.41,14.30,0.00,7,38.15,28.15,0.5000
387374,-3.12,0.00,14.51,8,14.48,185,0.97,2715,-6.00,32.50,90,2,-5.00,15,15.96,43.84,29.41,14.40,0.00,7,38.36,27.57,0.5000
387476,-3.12,0.00,14.51,8,14.47,185,0.97,2739,-6.00,33.00,90,2,-5.00,15,15.96,43.96,29.02,14.30,0.00,7,38.31,27.57,0.5000
387578,-3.12,0.00,14.51,8,14.47,185,0.96,2730,-6.00,33.00,90,3,-5.00,15,15.96,43.84,29.02,14.40,0.00,7,38.43,27.57,0.5000
387680,-3.12,0.00,14.51,8,14.47,185,0.96,2739,-6.00,32.50,90,3,-5.00,15,15.96,43.72,29.02,14.40,0.00,7,38.54,27.57,0.5000
387783,-4.69,0.00,14.51,8,14.46,185,0.96,2759,-6.00,33.00,90,3,-5.50,15,15.09,41.57,25.49,14.40,0.00,7,38.99,23.07,0.5000
387885,-7.03,0.00,14.51,8,14.47,185,0.92,2724,-6.00,33.50,90,3,-5.50,15,14.65,40.86,23.53,13.90,0.00,7,39.44,22.49,0.5000
387987,-7.81,0.00,14.51,8,14.47,185,0.90,2722,-6.00,33.50,90,4,-6.00,15,14.65,41.57,23.53,13.90,0.00,7,39.75,22.48,0.5000
388089,-8.59,0.00,14.51,8,14.47,185,0.90,2746,-6.00,33.50,90,4,-6.00,15,14.36,40.26,23.14,14.10,0.00,7,39.76,22.05,0.5000
388191,-9.38,0.00,14.51,8,14.47,185,0.89,2724,-6.00,33.50,90,4,-6.00,15,14.07,39.43,22.35,14.20,0.00,7,39.88,21.18,0.5000
388292,-10.16,0.78,14.51,8,14.47,185,0.87,2742,-6.00,33.50,90,5,-6.00,15,13.78,38.70,21.96,14.20,0.00,7,40.02,20.74,0.5000
388394,-10.94,0.78,14.51,8,14.46,185,0.86,2737,-6.00,33.50,90,5,-6.00,15,13.64,37.53,21.57,14.20,0.00,7,40.12,19.87,0.5000
388496,-13.28,0.78,14.51,8,14.47,185,0.83,2699,-6.00,33.50,90,6,-6.00,15,12.77,35.78,19.22,14.20,0.00,6,40.12,18.12,0.5000
388598,-14.84,0.78,14.51,8,14.47,185,0.80,2710,-6.00,33.50,90,6,-6.00,15,12.48,35.07,18.82,13.90,0.00,6,40.12,17.98,0.5000
388701,-13.28,0.78,14.51,8,14.47,185,0.78,2690,-6.00,33.50,91,7,-6.00,15,12.33,34.41,18.82,14.00,0.00,6,40.12,17.97,0.5000
388802,-13.28,0.78,14.51,8,14.47,185,0.77,2690,-5.00,33.50,91,7,-5.00,15,12.48,35.19,18.82,14.40,0.00,6,40.12,18.56,0.5000
388905,-10.94,0.78,14.51,8,14.47,185,0.78,2707,-5.00,34.50,91,8,-5.00,15,12.48,34.73,19.61,14.50,0.00,6,40.12,18.71,0.5000
389007,-9.38,0.78,14.51,8,14.47,185,0.77,2695,-5.00,34.50,91,8,-5.00,15,12.48,34.89,19.61,14.80,0.00,6,40.12,18.70,0.5000
389109,-8.59,0.78,14.51,8,14.47,185,0.77,2721,-5.00,34.50,91,9,-5.00,15,12.48,34.46,19.61,14.70,0.00,6,40.12,18.70,0.5000
389211,-8.59,0.78,14.51,8,14.46,185,0.77,2710,-5.00,34.50,91,9,-5.00,15,12.33,34.47,19.61,14.60,0.00,6,40.12,18.70,0.5000
389312,-7.81,0.78,14.51,8,14.46,185,0.76,2713,-5.00,34.50,91,10,-5.00,15,12.33,34.22,19.61,14.60,0.00,6,40.12,18.70,0.5000
389415,-7.81,0.78,14.51,8,14.46,185,0.76,2734,-5.00,34.50,91,10,-5.00,15,12.33,34.48,19.61,14.50,0.00,6,40.12,18.70,0.5000
389517,-7.03,0.78,14.51,8,14.46,185,0.76,2711,-5.00,34.50,91,10,-5.00,15,12.33,34.10,19.61,14.50,0.00,6,40.12,18.71,0.5000
389618,-7.03,0.78,14.51,8,14.46,185,0.76,2740,-5.00,34.50,91,11,-5.00,15,12.33,34.48,19.61,14.60,0.00,6,40.12,18.70,0.5000
389721,-7.03,0.78,14.51,8,14.45,185,0.75,2740,-5.00,34.50,91,11,-5.00,15,12.33,34.23,19.61,14.40,0.00,6,40.12,18.85,0.5000
389823,-6.25,0.78,14.51,8,14.46,185,0.75,2725,-5.00,34.50,91,12,-5.00,15,12.33,34.36,19.61,14.40,0.00,6,40.12,18.70,0.5000
389924,-7.03,0.78,14.51,8,14.46,185,0.75,2755,-5.00,34.50,91,12,-5.00,15,12.19,34.24,19.61,14.40,0.00,6,40.12,18.70,0.5000
390027,-7.03,0.78,14.51,8,14.45,185,0.75,2756,-5.00,34.50,91,12,-5.00,15,12.19,34.64,19.61,14.30,0.00,6,40.12,18.70,0.5000
390129,-7.03,0.78,14.51,8,14.45,185,0.75,2740,-5.00,34.50,91,13,-5.00,15,12.19,34.77,19.61,14.40,0.00,6,40.12,18.70,0.5000
390231,-7.03,0.78,14.51,8,14.45,185,0.75,2770,-5.00,34.50,91,13,-5.00,15,12.19,34.25,19.61,14.40,0.00,6,40.12,18.70,0.5000
390333,-7.03,0.78,14.51,8,14.44,185,0.74,2768,-5.00,34.50,91,13,-5.00,15,12.19,34.25,19.61,14.40,0.00,6,40.12,18.70,0.5000
390435,-6.25,0.78,14.51,8,14.44,185,0.74,2753,-5.00,34.50,91,12,-5.00,15,12.19,35.81,19.61,14.30,0.00,6,40.12,18.71,0.5000
390537,-8.59,0.78,14.51,8,14.45,185,0.73,2768,-5.00,34.50,91,11,-5.00,15,11.03,28.28,16.47,14.20,0.00,6,40.30,14.35,0.5000
390639,-14.84,0.78,14.51,8,14.49,185,0.65,2726,-5.00,36.00,91,10,-5.00,15,9.72,26.57,14.12,13.50,0.00,6,42.55,13.62,0.5000
390741,-16.41,0.78,14.51,8,14.53,185,0.61,2691,-5.00,37.50,91,8,-5.00,15,9.29,24.39,14.12,13.50,0.00,6,43.64,13.48,0.5000
390843,-19.53,0.78,14.51,8,14.56,185,0.57,2697,-3.98,40.50,91,7,-4.00,15,7.84,18.58,10.98,13.50,0.00,6,44.08,9.55,0.5000
390945,-25.00,0.78,14.51,8,14.60,185,0.48,2635,-3.90,38.00,91,6,-4.00,15,6.82,16.71,9.41,13.40,0.00,6,41.32,8.82,0.5000
391047,-25.00,0.78,14.51,8,14.61,185,0.41,2618,-3.84,36.50,91,5,-4.00,15,6.24,14.92,9.02,13.20,0.00,6,40.05,8.10,0.5000
391149,-25.00,0.78,14.51,8,14.61,185,0.37,2578,-3.75,37.00,91,5,0.00,15,5.51,13.55,8.24,13.70,0.00,6,35.98,7.66,0.5000
391251,-25.00,0.78,14.51,8,14.61,185,0.33,2560,-3.69,33.50,91,4,0.00,15,5.37,12.61,7.84,13.90,0.00,6,32.44,7.51,0.5000
391353,-25.00,0.78,14.51,8,14.61,185,0.31,2548,-3.62,30.50,91,4,0.00,15,5.08,12.17,8.24,13.90,0.00,6,29.16,7.51,0.5000
391455,-25.00,0.78,14.51,8,14.61,185,0.30,2485,-3.56,27.50,91,4,0.00,15,5.08,11.56,7.84,14.10,0.00,6,26.49,7.51,0.5000
391557,0.00,0.78,14.51,10,14.61,185,0.29,2444,-3.50,24.50,93,4,0.00,15,5.08,11.65,7.84,13.70,0.00,6,23.95,7.51,0.5000
391659,0.00,0.78,14.51,10,14.61,185,0.29,2456,-3.42,24.00,93,3,0.00,15,5.08,11.56,7.84,16.10,0.00,6,23.95,7.51,0.5000
391761,0.00,0.78,14.51,10,14.61,185,0.29,2442,-3.35,24.00,93,3,0.00,15,5.08,11.48,7.84,18.40,0.00,6,23.95,7.51,0.5000
391863,0.00,0.78,14.51,10,14.60,185,0.28,2399,-3.30,24.00,93,3,0.00,15,5.08,11.04,8.24,19.90,0.00,6,23.95,7.66,0.5000
391965,0.00,0.78,14.51,10,14.60,185,0.28,2347,-3.23,24.00,93,3,0.00,15,5.22,10.72,8.24,20.50,0.00,1,23.95,7.66,0.5000
392067,0.00,0.78,14.51,10,14.59,185,0.28,2312,-3.16,24.00,93,3,0.00,15,5.22,10.78,7.84,25.00,0.00,1,23.95,7.37,0.5000
392169,0.00,0.78,14.51,10,14.59,185,0.28,2285,-3.10,24.00,93,3,0.00,15,5.22,10.47,7.84,34.50,0.00,1,23.95,7.37,0.5000
392271,0.00,0.78,14.51,10,14.59,185,0.28,2248,-3.03,24.00,93,4,0.00,15,5.22,10.18,7.84,59.20,0.00,1,23.95,7.37,0.5000
392373,0.00,0.78,14.51,10,14.59,185,0.27,2236,-2.98,24.00,93,4,0.00,15,5.37,10.52,7.45,77.80,0.00,1,23.95,7.22,0.5000
392475,0.00,0.78,14.51,10,14.58,185,0.28,2223,-2.91,24.00,93,4,0.00,15,5.37,10.06,7.45,88.80,0.00,1,23.95,7.37,0.5000
392577,0.00,0.78,14.51,10,14.58,185,0.27,2226,-2.85,24.00,93,4,0.00,15,5.37,9.89,7.45,96.00,0.00,1,23.95,7.22,0.5000
392680,0.00,0.00,14.51,10,14.58,185,0.27,2210,-2.79,24.00,93,5,0.00,15,5.51,9.95,7.45,96.00,0.00,1,23.95,7.22,0.5000
392782,0.00,0.00,14.51,10,14.58,185,0.27,2178,-2.74,24.00,93,5,0.00,15,5.51,9.72,7.45,96.00,0.00,1,23.95,7.08,0.5000
392884,0.00,0.00,14.51,10,14.58,185,0.27,2165,-2.67,24.00,93,5,0.00,15,5.51,9.60,7.45,96.00,0.00,1,23.95,7.08,0.5000
392986,0.00,0.00,14.51,10,14.57,185,0.27,2168,-2.62,24.00,93,5,0.00,15,5.51,9.55,7.45,96.00,0.00,1,23.95,7.08,0.5000
393088,0.00,0.00,14.51,10,14.57,185,0.27,2140,-2.55,24.00,93,5,0.00,15,5.51,9.37,7.45,99.90,0.00,1,23.95,7.08,0.5000
393190,0.00,0.00,14.51,10,14.57,185,0.27,2122,-2.51,24.00,93,6,0.00,15,5.51,9.26,7.45,99.90,0.00,1,23.95,6.93,0.5000
393292,0.00,0.00,14.51,10,14.57,185,0.26,2115,-2.44,24.00,93,6,0.00,15,5.51,9.26,7.45,99.90,0.00,1,23.95,6.93,0.5000
393394,0.00,0.00,14.51,10,14.57,185,0.26,2075,-2.38,24.00,93,6,0.00,15,5.51,9.14,7.45,99.90,0.00,1,23.95,6.93,0.5000
393496,0.00,0.00,14.51,10,14.56,185,0.27,2074,-2.33,24.00,93,7,0.00,15,5.51,9.14,7.06,99.90,0.00,1,23.95,6.79,0.5000
393598,0.00,0.00,14.51,10,14.56,185,0.27,2042,-2.27,24.00,93,7,0.00,15,5.51,9.03,7.06,99.90,0.00,1,23.95,6.79,0.5000
393700,0.00,0.00,14.51,10,14.56,185,0.26,2040,-2.22,24.00,93,8,0.00,15,5.51,8.92,7.06,99.90,0.00,1,23.95,6.79,0.5000
393802,0.00,0.00,14.51,10,14.56,185,0.26,2004,-2.16,24.00,93,8,0.00,15,5.51,8.93,7.06,99.90,0.00,1,23.95,6.79,0.5000
393904,0.00,0.00,14.51,10,14.56,185,0.27,1999,-2.12,24.00,93,8,0.00,15,5.51,8.19,7.06,99.90,0.00,1,23.95,6.64,0.5000
394006,0.00,0.00,14.51,10,14.56,185,0.26,1981,-2.06,24.00,93,9,0.00,15,5.51,8.59,7.06,99.90,0.00,1,23.95,6.64,0.5000
394108,0.00,0.00,14.51,10,14.56,185,0.26,1944,-2.00,24.00,93,9,0.00,15,5.51,8.68,7.06,99.90,0.00,1,23.95,6.64,0.5000
394210,0.00,0.00,14.51,10,14.56,185,0.26,1942,-1.95,24.00,95,9,0.00,15,5.66,8.59,7.06,99.90,0.00,1,23.95,6.64,0.5000
394312,0.00,0.00,14.51,10,14.56,185,0.27,1926,-1.90,24.00,95,10,0.00,15,5.66,8.68,6.67,99.90,0.00,1,23.95,6.50,0.5000
394414,0.00,0.00,14.51,10,14.56,185,0.27,1893,-1.85,24.00,95,10,0.00,15,5.66,8.46,6.67,99.90,0.00,1,23.95,6.50,0.5000
394516,0.00,0.00,14.51,10,14.56,185,0.27,1883,-1.79,24.00,95,10,0.00,15,5.66,8.19,6.67,99.90,0.00,1,23.95,6.50,0.5000
394618,0.00,0.00,14.51,10,14.56,185,0.27,1870,-1.74,24.00,95,11,0.00,15,5.66,8.32,6.67,99.90,0.00,1,23.95,6.50,0.5000
394720,0.00,0.00,14.51,10,14.56,185,0.27,1868,-1.70,24.00,95,11,0.00,15,5.66,7.83,6.67,99.90,0.00,1,23.95,6.50,0.5000
394822,0.00,0.00,14.51,10,14.56,185,0.26,1856,-1.64,24.00,95,11,0.00,15,5.66,8.32,6.67,99.90,0.00,1,23.95,6.35,0.5000
394924,0.00,0.00,14.51,10,14.56,185,0.26,1842,-1.59,24.00,95,11,0.00,15,5.66,8.32,6.67,99.90,0.00,1,23.95,6.35,0.5000
395026,0.00,0.00,14.51,10,14.56,185,0.27,1831,-1.54,24.00,95,12,0.00,15,5.66,8.46,6.67,99.90,0.00,1,23.95,6.35,0.5000
395128,0.00,0.00,14.51,10,14.56,185,0.27,1801,-1.50,24.00,95,12,0.00,15,5.66,8.10,6.67,99.90,0.00,1,23.95,6.35,0.5000
395230,0.00,0.00,14.51,10,14.56,185,0.27,1782,-1.45,24.00,95,12,0.00,15,5.66,8.14,6.67,99.90,0.00,1,23.80,6.35,0.5000
395332,0.00,0.00,14.51,10,14.57,185,0.27,1760,-1.40,23.50,95,12,0.00,15,5.80,8.19,6.67,99.90,0.00,1,23.41,6.35,0.5000
395434,0.00,0.00,14.51,10,14.57,185,0.28,1743,-1.35,23.00,95,13,0.00,15,5.95,8.28,6.67,99.90,0.00,1,23.07,6.35,0.5000
395536,0.00,0.00,14.51,10,14.57,185,0.28,1723,-1.30,23.00,95,13,0.00,15,5.95,8.37,6.67,99.90,0.00,1,22.66,6.36,0.5000
395638,0.00,0.00,14.51,10,14.57,185,0.29,1695,-1.26,22.50,95,13,0.00,15,5.95,7.87,6.67,99.90,0.00,1,21.92,6.36,0.5000
395740,0.00,0.00,14.51,10,14.57,185,0.28,1680,-1.21,21.50,95,13,0.00,15,5.95,8.10,6.67,99.90,0.00,1,21.25,6.21,0.5000
395843,0.00,0.00,14.51,10,14.57,185,0.29,1643,-1.17,21.00,95,14,0.00,15,5.95,8.19,6.67,99.90,0.00,1,20.51,6.21,0.5000
395944,0.00,0.00,14.51,10,14.57,185,0.30,1594,-1.12,20.50,95,13,0.00,15,6.09,8.10,6.27,99.90,0.00,1,20.07,6.06,0.5000
396046,0.00,0.00,14.51,10,14.58,185,0.30,1548,-1.08,19.50,95,14,0.00,15,6.09,8.05,6.27,99.90,0.00,1,19.53,6.03,0.5000
396148,0.00,0.00,14.51,10,14.58,185,0.31,1521,-1.04,19.00,95,14,0.00,15,6.24,7.92,6.27,99.90,0.00,1,19.02,5.92,0.5000
396251,0.00,0.00,14.51,10,14.58,185,0.31,1470,-1.00,19.00,95,14,0.00,15,6.38,7.87,6.27,99.90,0.00,1,18.76,5.92,0.5000
396352,0.00,0.00,14.51,10,14.59,185,0.32,1456,-0.96,18.50,95,14,0.00,15,6.53,8.01,5.88,99.90,0.00,1,18.37,5.77,0.5000
396454,0.00,0.00,14.51,10,14.59,185,0.32,1420,-0.92,18.50,95,14,0.00,15,6.53,7.52,5.88,99.90,0.00,1,18.17,5.77,0.5000
396556,0.00,0.00,14.51,10,14.59,185,0.32,1408,-0.88,18.00,95,15,0.00,15,6.53,7.65,5.88,99.90,0.00,1,18.89,5.77,0.5000
396658,0.00,0.00,14.51,10,14.59,185,0.32,1434,-0.84,21.00,95,14,-1.00,15,6.67,8.41,6.27,99.90,0.00,1,22.82,7.08,0.5000
396761,0.00,0.00,14.51,10,14.57,185,0.33,1667,-0.80,27.00,95,14,-1.00,15,7.55,11.22,9.41,99.90,0.00,1,31.07,9.26,0.5000
396862,0.00,0.78,14.51,10,14.57,185,0.36,1815,-0.75,32.50,95,14,-1.00,15,7.98,13.22,10.20,92.30,0.00,1,34.39,10.28,0.5000
396964,0.00,0.78,14.51,10,14.56,185,0.40,1891,-0.70,35.50,95,14,-0.50,15,8.42,12.80,11.37,22.30,0.00,1,36.98,11.86,0.5000
397067,0.00,0.78,14.51,10,14.57,185,0.44,1923,-0.65,38.00,95,14,-0.50,15,9.58,17.44,14.12,19.20,0.00,1,40.49,13.62,0.5000
397169,0.00,0.78,14.51,10,14.57,185,0.50,1932,-0.59,41.00,95,14,-0.50,15,10.16,17.64,14.12,17.00,0.00,1,42.66,13.62,0.5000
397270,0.00,0.78,14.51,10,14.58,185,0.53,1958,-0.54,42.50,95,15,-0.50,15,10.45,17.34,14.51,16.50,0.00,1,43.61,13.62,0.5000
397372,0.00,0.78,14.51,10,14.58,185,0.53,1959,-0.49,42.50,95,15,-0.50,15,10.45,17.44,14.12,16.10,0.00,1,43.85,13.62,0.5000
397474,0.78,0.78,14.51,8,14.58,185,0.54,1946,-0.43,42.50,95,15,-0.50,15,10.45,20.41,14.12,16.20,0.00,1,44.09,13.47,0.5000
397577,3.12,0.78,14.51,8,14.58,185,0.54,1963,-0.38,43.00,95,15,-0.50,15,10.45,17.78,14.12,15.90,0.00,1,44.24,13.47,0.5000
397678,3.91,0.78,14.51,8,14.58,185,0.54,1965,-0.33,43.00,95,14,-0.50,15,10.45,17.80,14.12,15.70,0.00,1,44.35,13.47,0.5000
397780,4.69,0.78,14.51,8,14.58,185,0.55,1977,-0.27,43.50,95,11,-0.50,15,10.16,16.47,12.55,15.30,0.00,1,44.19,12.16,0.5000
397883,3.91,0.78,14.51,8,14.58,185,0.52,1982,-0.22,42.50,95,7,0.00,15,10.01,16.97,12.94,15.10,0.00,1,43.23,12.60,0.5000
397984,3.12,0.78,14.51,8,14.58,185,0.52,1974,-0.17,42.50,95,6,0.00,15,10.01,17.98,13.33,14.40,0.00,1,43.33,12.60,0.5000
398086,3.12,0.78,14.51,8,14.58,185,0.53,1965,-0.11,43.00,95,4,0.00,15,10.16,17.73,13.73,14.30,0.00,1,44.11,13.04,0.5000
398188,3.91,0.78,14.51,8,14.58,185,0.54,1995,-0.06,43.50,95,2,0.00,15,10.16,17.84,13.73,14.50,0.00,1,44.33,13.04,0.5000
398291,3.12,0.78,14.51,8,14.58,185,0.54,1982,-0.01,43.50,95,2,0.00,15,10.16,17.68,13.73,14.50,0.00,1,44.40,12.89,0.5000
398393,3.12,0.78,14.51,8,14.58,185,0.54,1974,0.00,43.50,95,1,0.00,15,10.16,17.70,13.73,14.50,0.00,1,44.31,12.89,0.5000
398495,3.91,0.78,14.51,8,14.58,185,0.54,1986,0.00,43.50,95,0,0.00,15,10.16,18.13,13.33,14.50,0.00,1,44.35,12.89,0.5000
398597,3.91,0.78,14.51,8,14.58,185,0.55,1975,0.00,44.00,95,0,0.00,15,10.16,18.56,13.73,14.50,0.00,1,44.74,13.04,0.5000
398699,3.91,0.78,14.51,8,14.58,185,0.55,1991,0.00,44.00,95,0,0.00,15,10.30,18.18,13.73,14.50,0.00,1,44.77,13.04,0.5000
398801,3.91,0.78,14.51,8,14.58,185,0.55,1993,0.00,44.00,95,0,0.00,15,10.30,18.52,13.73,14.60,0.00,1,44.65,13.04,0.5000
398903,4.69,0.78,14.51,8,14.58,185,0.56,1982,0.00,44.00,95,0,0.00,15,10.30,18.14,13.73,14.50,0.00,1,44.79,12.89,0.5000
399005,3.91,0.78,14.51,8,14.58,185,0.56,1996,0.00,43.50,95,0,0.00,15,10.30,18.48,13.73,14.50,0.00,1,44.52,12.89,0.5000
399106,3.91,0.78,14.51,8,14.58,185,0.56,1978,0.00,43.50,95,0,0.00,15,10.45,18.39,13.73,14.50,0.00,1,44.70,12.89,0.5000
399209,3.91,0.78,14.51,8,14.58,185,0.56,1978,0.00,44.00,95,0,0.00,15,10.30,15.64,13.73,14.40,0.00,1,44.80,12.89,0.5000
399311,3.91,0.78,14.51,8,14.58,185,0.56,1994,0.00,44.00,95,0,0.00,15,10.30,18.50,13.73,14.40,0.00,1,44.78,12.89,0.5000
399413,4.69,0.78,14.51,8,14.58,185,0.56,1978,0.00,44.00,95,0,0.00,15,10.45,18.39,13.73,14.50,0.00,1,44.79,12.89,0.5000
399515,5.47,0.78,14.51,8,14.58,185,0.56,1996,0.00,44.00,95,0,0.00,15,10.45,18.49,13.73,14.50,0.00,1,44.74,12.89,0.5000
399617,5.47,0.78,14.51,8,14.58,185,0.55,1996,0.00,44.00,95,0,0.00,15,10.45,18.49,13.73,14.80,0.00,1,44.77,13.04,0.5000
399719,5.47,0.78,14.51,8,14.58,185,0.55,1978,0.00,44.00,95,0,0.00,15,10.45,18.39,13.73,14.50,0.00,1,44.84,12.89,0.5000
399821,5.47,0.78,14.51,8,14.58,185,0.56,1996,0.00,44.00,95,0,0.00,15,10.45,18.39,13.73,14.50,0.00,1,44.70,12.89,0.5000
399923,5.47,0.78,14.51,8,14.58,185,0.56,1980,0.00,44.00,95,0,0.00,15,10.45,19.08,13.73,14.60,0.00,1,44.70,13.04,0.5000
400025,5.47,0.78,14.51,8,14.58,185,0.56,1979,0.00,43.50,95,0,0.00,15,10.59,18.88,13.73,14.40,0.00,1,44.58,13.18,0.5000
400127,5.47,0.78,14.51,8,14.58,185,0.56,1999,0.00,43.50,95,0,0.00,15,10.59,18.78,13.73,14.40,0.00,1,44.44,13.18,0.5000
400229,5.47,0.78,14.51,8,14.58,185,0.57,1980,0.00,43.50,95,0,0.00,15,10.45,18.68,13.73,14.50,0.00,1,44.46,13.18,0.5000
400331,5.47,0.78,14.51,8,14.58,185,0.57,1994,0.00,43.50,95,0,0.00,15,10.59,18.97,13.73,14.50,0.00,1,44.26,13.19,0.5000
400433,5.47,0.78,14.51,8,14.58,185,0.57,1998,0.00,43.50,95,0,0.00,15,10.59,18.68,13.73,14.40,0.00,1,44.43,13.04,0.5000
400535,4.69,0.78,14.51,8,14.58,185,0.56,1985,0.00,43.50,95,0,0.00,15,10.45,18.68,13.73,14.40,0.00,1,44.56,13.03,0.5000
400637,5.47,0.78,14.51,8,14.58,185,0.56,2000,0.00,43.50,95,0,0.00,15,10.59,18.88,13.73,14.50,0.00,1,44.39,13.19,0.5000
400739,4.69,0.78,14.51,8,14.58,185,0.57,1982,0.00,43.50,95,0,0.00,15,10.45,19.07,13.73,14.40,0.00,1,44.42,13.19,0.5000
400841,4.69,0.78,14.51,8,14.58,185,0.57,1982,0.00,43.50,95,1,0.00,15,10.45,19.26,13.73,14.50,0.00,1,44.17,13.19,0.5000
400943,4.69,0.78,14.51,8,14.58,185,0.57,2000,0.00,43.50,95,1,0.00,15,10.45,18.68,13.73,14.40,0.00,1,44.19,13.18,0.5000
401045,4.69,0.78,14.51,8,14.58,185,0.57,1988,0.00,43.50,95,1,0.00,15,10.59,19.07,13.73,14.50,0.00,1,44.47,13.18,0.5000
401147,4.69,0.78,14.51,8,14.58,185,0.57,2003,0.00,43.50,95,2,0.00,15,10.59,18.78,13.73,14.50,0.00,1,44.35,13.18,0.5000
401249,4.69,0.78,14.51,8,14.58,185,0.57,1988,0.00,43.50,95,3,0.00,15,10.45,18.40,13.73,14.50,0.00,1,44.60,12.46,0.5000
401351,3.91,0.78,14.51,8,14.58,185,0.56,1987,0.00,44.00,95,3,0.00,15,10.16,18.02,12.94,14.50,0.00,1,44.93,12.31,0.5000
401453,3.12,0.78,14.51,8,14.58,185,0.55,1994,0.00,44.00,95,3,0.00,15,10.16,18.31,12.94,14.30,0.00,1,44.81,12.31,0.5000
401555,3.12,0.78,14.51,8,14.58,185,0.55,1976,0.00,44.00,95,4,0.00,15,10.01,17.64,12.55,14.20,0.00,1,44.66,11.87,0.5000
401657,2.34,0.78,14.51,8,14.58,185,0.54,1988,0.00,43.50,95,4,0.00,15,9.87,17.25,12.16,14.40,0.00,1,44.18,11.73,0.5000
401759,1.56,0.78,14.51,8,14.58,185,0.53,1987,0.00,43.50,95,5,0.00,15,9.87,17.45,12.55,14.30,0.00,1,43.91,11.87,0.5000
401861,1.56,0.78,14.51,8,14.58,185,0.53,1970,0.00,43.50,95,5,0.00,15,9.72,16.86,12.16,14.30,0.00,1,43.83,11.15,0.5000
401964,2.34,0.78,14.51,8,14.57,185,0.52,1984,0.00,42.50,95,6,0.00,15,9.43,16.32,11.76,14.50,0.00,1,43.10,11.15,0.5000
402065,1.56,0.78,14.51,8,14.56,185,0.51,1980,0.00,42.00,95,6,0.00,15,9.43,16.60,11.76,14.50,0.00,1,42.79,11.15,0.5000
402167,0.78,0.78,14.51,8,14.56,185,0.50,1958,0.00,42.00,95,7,0.00,15,9.00,15.13,10.20,14.40,0.00,1,42.09,9.69,0.5000
402269,0.00,0.78,14.51,8,14.55,185,0.48,1958,0.00,40.50,95,8,0.00,15,8.71,14.77,10.20,14.40,0.00,1,40.71,9.40,0.5000
402371,-2.34,0.78,14.51,8,14.55,185,0.47,1945,0.00,40.00,95,8,0.00,15,8.56,14.43,10.20,14.20,0.00,1,40.17,9.55,0.5000
402473,-3.91,0.78,14.51,8,14.55,185,0.46,1925,0.00,39.50,95,9,0.00,15,8.42,14.59,10.20,14.00,0.00,1,39.80,9.55,0.5000
