Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning #1 A (Stored)* (%),A/F Learning #1 B (Stored)* (%),A/F Learning #1 C (Stored)* (%),A/F Learning #1 D (Stored)* (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
40956,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,711,0.5000,3.03,14.80
41031,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,705,0.5000,3.03,14.70
41106,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,709,0.5000,3.03,14.70
41181,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,708,0.5000,3.03,14.80
41256,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,715,0.5000,3.03,14.80
41331,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,714,0.5000,3.03,14.80
41406,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,719,0.5000,3.03,14.90
41482,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,713,0.5000,3.03,14.80
41556,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,717,0.5000,3.03,14.80
41631,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,713,0.5000,3.03,14.80
41706,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,718,0.5000,3.03,14.80
41781,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,722,0.5000,3.03,14.80
41856,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,712,0.5000,3.03,14.80
41931,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,716,0.5000,3.03,14.70
42006,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,714,0.5000,3.03,14.80
42081,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,716,0.5000,3.03,14.80
42157,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,709,0.5000,3.03,14.80
42231,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,704,0.5000,3.03,14.80
42306,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,700,0.5000,3.03,14.70
42382,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,694,0.5000,3.03,14.80
42456,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,690,0.5000,3.03,14.80
42531,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,699,0.5000,3.03,14.90
42606,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,703,0.5000,3.03,14.70
42682,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,704,0.5000,3.03,14.90
42756,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,709,0.5000,3.03,14.90
42831,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,705,0.5000,3.03,14.80
42906,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,697,0.5000,3.03,14.80
42981,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,680,0.5000,3.03,14.80
43056,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,690,0.5000,3.03,14.80
43136,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,698,0.5000,3.03,14.80
43206,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,704,0.5000,3.03,14.70
43281,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,710,0.5000,3.03,14.70
43357,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,711,0.5000,3.03,14.70
43431,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,720,0.5000,3.03,14.90
43506,0.00,2.34,2.10,0.00,0.00,0.00,1,13.36,189,715,0.5000,3.03,14.80
43581,0.00,2.34,2.10,0.00,0.00,0.00,1,13.44,189,723,0.5000,3.03,14.70
43657,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,717,0.5000,3.03,14.70
43732,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,721,0.5000,3.03,14.90
43807,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,189,722,0.5000,3.03,14.70
43882,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,722,0.5000,3.03,14.80
43957,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,723,0.5000,3.03,14.80
44032,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,720,0.5000,3.03,14.70
44107,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,720,0.5000,3.05,14.80
44182,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,714,0.5000,3.03,14.80
44257,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,714,0.5000,3.03,14.80
44331,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,701,0.5000,3.03,14.80
44406,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,696,0.5000,3.05,15.00
44482,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,703,0.5000,3.05,14.80
44557,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,708,0.5000,3.03,14.80
44631,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,714,0.5000,3.03,14.70
44707,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,700,0.5000,3.03,15.00
44782,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,708,0.5000,3.03,14.80
44857,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,708,0.5000,3.03,14.80
44931,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,700,0.5000,3.03,14.70
45007,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,707,0.5000,3.03,14.90
45082,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,710,0.5000,3.03,14.80
45157,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,703,0.5000,3.03,14.80
45232,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,709,0.5000,3.03,14.70
45307,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,717,0.5000,3.03,14.70
45382,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,705,0.5000,3.03,14.70
45457,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,712,0.5000,3.03,14.70
45532,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,708,0.5000,3.03,14.70
45607,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,701,0.5000,3.03,14.70
45681,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,706,0.5000,3.03,14.60
45757,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,708,0.5000,3.03,14.60
45831,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,707,0.5000,3.03,14.70
45907,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,705,0.5000,3.03,14.70
45981,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,704,0.5000,3.03,14.80
46057,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,710,0.5000,3.03,14.80
46131,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,705,0.5000,3.03,14.70
46207,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,705,0.5000,3.03,14.90
46281,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,706,0.5000,3.03,14.80
46357,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,697,0.5000,3.03,14.80
46431,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,690,0.5000,3.03,14.80
46506,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,700,0.5000,3.03,14.80
46581,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,701,0.5000,3.03,14.80
46657,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,716,0.5000,3.03,14.80
46732,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,714,0.5000,3.03,14.80
46807,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,706,0.5000,3.03,14.90
46882,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,698,0.5000,3.03,14.80
46957,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,698,0.5000,3.03,14.80
47032,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,698,0.5000,3.03,14.70
47107,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,701,0.5000,3.03,14.70
47181,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,702,0.5000,3.03,14.80
47257,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,693,0.5000,3.03,14.80
47332,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,701,0.5000,3.03,14.70
47407,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,700,0.5000,3.03,14.70
47482,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,692,0.5000,3.03,14.70
47557,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,697,0.5000,3.03,14.70
47632,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,703,0.5000,3.03,14.70
47707,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,708,0.5000,3.03,14.70
47782,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,702,0.5000,3.03,14.70
47857,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,704,0.5000,3.03,14.70
47932,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,707,0.5000,3.03,14.70
48007,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,710,0.5000,3.03,14.70
48082,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,720,0.5000,3.03,14.80
48157,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,715,0.5000,3.03,14.80
48232,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,723,0.5000,3.03,14.70
48307,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,716,0.5000,3.03,14.70
48382,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,728,0.5000,3.03,14.70
48456,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,715,0.5000,3.03,14.70
48532,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,722,0.5000,3.03,14.70
48607,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,726,0.5000,3.03,14.80
48682,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,728,0.5000,3.03,14.80
48757,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,722,0.5000,3.03,14.80
48832,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,711,0.5000,3.03,14.80
48907,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,703,0.5000,3.03,14.80
48982,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,700,0.5000,3.03,14.80
49057,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,702,0.5000,3.03,14.80
49132,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,710,0.5000,3.03,14.70
49208,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,703,0.5000,3.03,14.70
49282,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,694,0.5000,3.03,14.80
49357,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,703,0.5000,3.03,14.80
49432,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,702,0.5000,3.03,14.70
49507,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,696,0.5000,3.03,14.80
49582,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,702,0.5000,3.03,14.70
49657,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,691,0.5000,3.03,14.70
49732,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,700,0.5000,3.03,14.80
49807,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,702,0.5000,3.03,14.70
49882,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,711,0.5000,3.03,14.80
49957,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,708,0.5000,3.03,14.80
50032,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,702,0.5000,3.03,14.80
50107,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,704,0.5000,3.03,14.80
50182,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,708,0.5000,3.03,14.80
50257,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,708,0.5000,3.03,14.80
50332,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,709,0.5000,3.03,14.90
50407,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,711,0.5000,3.03,14.70
50482,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,718,0.5000,3.03,14.80
50557,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,722,0.5000,3.03,14.80
50632,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,734,0.5000,3.03,14.80
50707,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,727,0.5000,3.03,14.80
50782,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,714,0.5000,3.03,14.80
50857,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,710,0.5000,3.03,14.80
50933,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,711,0.5000,3.03,14.80
51007,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,707,0.5000,3.03,14.80
51082,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,709,0.5000,3.05,14.80
51157,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,711,0.5000,3.03,14.80
51232,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,720,0.5000,3.05,14.80
51307,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,720,0.5000,3.03,14.80
51382,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,716,0.5000,3.03,14.70
51457,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,715,0.5000,3.03,14.70
51532,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,718,0.5000,3.03,14.80
51607,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,718,0.5000,3.03,14.90
51682,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,711,0.5000,3.03,14.80
51757,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,714,0.5000,3.05,14.80
51833,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,702,0.5000,3.05,14.80
51907,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,709,0.5000,3.03,14.70
51982,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,712,0.5000,3.05,14.70
52057,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,702,0.5000,3.03,14.70
52132,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,706,0.5000,3.03,14.80
52207,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,189,712,0.5000,3.03,14.70
52282,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,189,716,0.5000,3.03,14.70
52357,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,702,0.5000,3.03,14.70
52432,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,714,0.5000,3.03,14.70
52507,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,720,0.5000,3.03,14.70
52582,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,722,0.5000,3.03,14.70
52657,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,720,0.5000,3.03,14.70
52732,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,722,0.5000,3.03,14.70
52807,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,718,0.5000,3.03,14.70
52882,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,189,720,0.5000,3.03,14.80
52957,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,718,0.5000,3.03,14.80
53032,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,715,0.5000,3.03,14.70
53107,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,709,0.5000,3.03,14.80
53183,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,702,0.5000,3.03,14.70
53257,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,698,0.5000,3.05,14.70
53333,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,702,0.5000,3.03,14.70
53407,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,708,0.5000,3.03,14.80
53482,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,704,0.5000,3.03,14.80
53558,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,692,0.5000,3.03,14.80
53632,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,700,0.5000,3.03,14.70
53707,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,710,0.5000,3.03,14.70
53783,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,712,0.5000,3.03,14.80
53858,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,710,0.5000,3.03,14.80
53932,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,706,0.5000,3.03,14.70
54007,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,706,0.5000,3.03,14.80
54082,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,702,0.5000,3.03,14.80
54157,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,708,0.5000,3.03,14.80
54233,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,720,0.5000,3.03,14.80
54307,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,726,0.5000,3.03,14.80
54383,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,718,0.5000,3.03,14.70
54458,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,725,0.5000,3.03,14.70
54532,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,723,0.5000,3.03,14.70
54607,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,726,0.5000,3.03,14.70
54683,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,729,0.5000,3.03,15.00
54757,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,728,0.5000,3.03,15.00
54833,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,721,0.5000,3.03,14.80
54907,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,720,0.5000,3.03,14.80
54983,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,716,0.5000,3.03,15.00
55058,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,707,0.5000,3.03,15.00
55133,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,710,0.5000,3.03,14.90
55209,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,709,0.5000,3.03,14.80
55283,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,712,0.5000,3.03,14.80
55357,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,701,0.5000,3.03,14.80
55433,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,703,0.5000,3.03,14.70
55508,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,699,0.5000,3.03,14.70
55583,0.00,2.34,2.10,0.00,0.00,0.00,1,13.60,189,704,0.5000,3.00,14.80
55658,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,696,0.5000,3.03,14.80
55732,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,691,0.5000,3.03,14.70
55808,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,703,0.5000,3.03,14.80
55883,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,691,0.5000,3.00,14.90
55958,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,687,0.5000,3.03,14.90
56033,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,699,0.5000,3.00,14.80
56107,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,694,0.5000,3.00,14.70
56183,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,689,0.5000,3.03,14.90
56258,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,683,0.5000,3.03,14.90
56333,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,695,0.5000,3.00,14.70
56407,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,703,0.5000,2.98,14.70
56483,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,189,712,0.5000,2.98,14.70
56558,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,189,708,0.5000,2.98,14.70
56633,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,189,714,0.5000,2.98,14.80
56708,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,189,710,0.5000,2.98,14.70
56783,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,189,715,0.5000,3.00,14.70
56858,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,189,713,0.5000,3.03,14.70
56933,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,189,705,0.5000,3.03,14.70
57008,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,716,0.5000,3.03,14.70
57083,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,706,0.5000,3.00,14.70
57158,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,717,0.5000,3.03,14.70
57233,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,712,0.5000,3.03,14.70
57308,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,707,0.5000,3.00,14.90
57383,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,703,0.5000,3.03,14.80
57458,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,706,0.5000,3.03,14.80
57533,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,712,0.5000,3.03,14.80
57608,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,189,702,0.5000,3.03,14.80
57683,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,711,0.5000,3.03,14.80
57758,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,708,0.5000,3.03,14.80
57833,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,698,0.5000,3.03,14.80
57908,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,700,0.5000,3.03,14.90
57983,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,698,0.5000,3.03,14.80
58058,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,189,690,0.5000,3.03,14.80
58133,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,684,0.5000,3.03,15.00
58208,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,701,0.5000,3.03,14.90
58283,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,189,699,0.5000,3.00,15.00
58358,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,189,693,0.5000,3.03,15.00
58433,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
58508,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.00,14.70
58583,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.70
58658,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,2.98,14.70
58733,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,714,0.5000,2.98,14.70
58808,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.00,14.70
58883,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
58958,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,709,0.5000,3.03,14.80
59033,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.03,14.70
59108,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
59183,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.70
59258,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.70
59333,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,706,0.5000,3.03,14.70
59408,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,15.10
59483,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
59558,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.70
59633,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,712,0.5000,3.00,14.80
59708,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,708,0.5000,3.03,14.80
59783,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,694,0.5000,3.03,14.70
59858,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,693,0.5000,3.00,14.70
59933,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.00,14.70
60008,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.00,14.90
60083,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,697,0.5000,3.03,14.70
60158,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,696,0.5000,3.00,14.70
60234,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,712,0.5000,3.03,14.80
60308,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.80
60384,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.70
60458,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,722,0.5000,3.03,14.70
60533,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.03,14.70
60609,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,731,0.5000,3.03,14.70
60683,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,721,0.5000,3.03,14.80
60759,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,3.03,14.80
60833,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.70
60909,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.03,14.70
60983,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,721,0.5000,3.03,14.70
61058,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,728,0.5000,3.03,14.70
61134,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,720,0.5000,3.03,14.70
61208,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,725,0.5000,3.03,14.70
61283,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.70
61358,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,3.03,14.70
61434,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,711,0.5000,3.03,14.70
61508,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.70
